en,vi
"But for companies, it is providing insights about your customers and potential customers in India","Nhưng đối với các công ty, họ sẽ nhận được thông tin chi tiết về các khách hàng tiềm năng ở Ấn Độ"
"I have, and I am sure everyone here has,",Tôi chắc rằng mọi người ở đây có hai điều múôn làm
But look at that officer,Nhưng nhìn ông sĩ quan kìa
Thank you for growing up so well,Cảm ơn vì con đã trưởng thành như thế này
Not the kind you would expect to get that much ink,Loại người đâu có hay xăm mình
"A new computer, so you can read up on all the Mommy Web sites","Một chiếc mày tính mới, để cậu có thể đọc tin tức trên trang Mommy"
"Aptly enough, she named the child Dill","Thôi đủ rồi, làm gì có chuyện đó"
He wants us to be quiet,Cậu bé muốn chúng ta yên lặng
He was defeated by Rogério Dutra Silva in the first round,Anh bị đánh bại bởi Rogério Dutra Silva ở vòng một
The parliament can be dissolved under a set of conditions based on constitutional provisions,Quốc hội có thể bị giải tán theo một loạt các điều kiện dựa theo hiến pháp
"During Mikus development, Crypton decided to take a different approach from that used by the other Vocaloid sound bank publishers","Trong tiến trình phát triển Miku, Crypton quyết định đi theo một con đường khác với những con đường đã được sử dụng bởi các nhà phát hành Vocaloid khác"
"Pepper, look, just calm down, all right ?","Pepper, nghe này, cứ bình tĩnh, được chứ"
"Listen, I visited you in the hospital, but you were asleep","Thầy đã đến bệnh viện thăm mày, nhưng mày đang ngủ"
He is always looking ahead,Ông rất có chí tiến thủ
We have started in our region,Chúng tôi đã bắt đầu từ chính khu vực của mình
You know what fascinated me about Julius and Ethel Rosenberg ?,Anh biết điều gì quyến rũ tôi về Julius và Ethel Rosenberg
Ride into town and bust open the jail ?,Chỉ xông thẳng vô thị trấn và phá cửa nhà giam
I hate when that happens,Tôi ghét khi chuyện đó xảy ra
"Like our metal straightened when it was heated, the metals holding the panels will move when electrically heated","Giống như kim loại tự thẳng khi bị đốt nóng, kim loại giữ những bảng điều khiển sẽ chuyển động khi bị nóng bằng điện"
Some guy walks into a burger joint he starts shooting up the place,Một vài gã bước vào Chúng bắt đầu xả súng
The things you have lost ?,Những gì cô đã mất ư
The next mistake I hold you accountable,Sai lầm tiếp theo ta sẽ bắt ngươi chịu tội
Claim victory and salvation for your brother,Khẳng định chiến thắng và cứu em trai cô
You better wake him up,Anh nên đánh thức hắn
Have you ever known anyone with nerve damage this severe to do this And actually recover ?,Anh đã từng thấy ai bị tổn thương thần kinh nghiêm trọng đến mức này mà thực sự hồi phục được chưa
Their lives get complicated when the police start investigating them,Cuộc sống của họ trở nên phức tạp khi cảnh sát bắt đầu điều tra họ
"I guess I am at a very impressionable age, and I","Có lẽ em đang ở độ tuổi dễ xúc động, và em"
"I mean, it really helps with stress","Đúng là, nó giảm stress rất hiệu quả"
But I will not follow you now,Nhưng lần này thì không
"Li is gone, so who will serve that dirtiest client ?","Tiểu Lệ đi rồi, ai sẽ hầu hạ thằng khách đê tiện đó đây"
Taken a long time to get over it,Mất rất lâu thời gian mới vượt qua được chuyện đó
So you agree the Starks are enemies ?,Vậy mẫu hậu đồng ý Nhà Stark là kẻ thù
My only concern is to serve the president,Tôi chỉ muốn phục vụ cho tổng thống thật tốt
Google CEO Eric Schmidt opposed the development of an independent web browser for six years,"Biểu tượng Google Chrome Trong sáu năm, Giám đốc điều hành của Google Eric Schmidt phản đối sự phát triển của một trình duyệt web độc lập"
I can not remember the last time I felt bad,Tôi không thể nhớ được lần cuối tôi thấy tệ hại là khi nào
I lost everything and it made me stronger,"Tôi mất tất cả mọi thứ, và nó khiến tôi mạnh mẽ hơn"
Thank you everyone for supporting the Governments Charitable Foundations,Cám ơn mọi người đã đến tham dự tổ chức từ thiện của chính phủ
You are loitering too,"Phải, ông cũng đang ngồi chơi"
Let me tell you something you do not know,Để tôi nói cho anh điều này
"If she fails, she is mine","Nếu nó thất bại, nó sẽ thuộc về ta"
since news of Katies death ?,Do bản tin về cái chết của Katie
It has been an honour to serve you,Tôi rất vinh dự được phục vụ ngài
"The old man is getting a visit tomorrow, from the head of the ss",Ngày mai ông già đó sẽ có một cuộc viếng thăm từ người đứng đầu của SS
Castellans and starosts of Sanok,Người cai quản lâu đài và starosts của Sanok
Says here that the Avatar can create tornados and run faster than the wind,Nó ghi Avatar tạo được lốc xoáy và chạy nhanh hơn gió
List of mens national basketball teams,Danh sách các đội tuyển bóng rổ nam quốc gia
Itd be rude of me not to introduce myself,Tôi không giới thiệu bản thân thì bất lịch sự quá
I do not know why he was talking to the press in the first place,Tôi không biết tại sao anh ấy lại nói chuyện với báo giới
"Let me tell ya what happened to my uncle Marty, because you oughta know this","Để tao kể với chúng mày về chú Marty, bởi vì chúng mày phải biết chuyện này"
During Freshman year in high school,Trong suốt năm đầu ở trung học
The primary election also saw the lowest voter turnout in nearly forty years due to unusual rain,Cuộc bầu cử sơ bộ cũng chứng kiến tỷ lệ cử tri đi bầu thấp nhất trong gần bốn mươi năm do mưa bất thường
You sure are one of a kind,Cháu quả là người tốt bụng
It is the notion of choices,Đó chính là lựa chọn
The city was one of the most religious and culturally traditional areas in Iraq,Thành phố là một trong những khu vực có truyền thống tôn giáo và văn hóa lớn nhất Iraq
"No woman, by contrast, agreed to such propositions from men of average attractiveness","Ngược lại, không có người phụ nữ nào đồng ý với những đề xuất như vậy từ những người đàn ông có sức hấp dẫn trung bình"
Rostov needs someone to ginger him up a bit,Rostov cần người làm tăng dũng khí
But we have become totally disconnected from them,Nhưng ta đã không còn liên kết với chúng
How old were you when you learned how to read ?,Khi em học chữ là năm em mấy tuổi
"Well, six months ago, we had a new joinee","Sáu tháng trước, chúng tôi có một thành viên mới"
Can not hide from Gods Eye,Không thể trốn được Mắt Thánh
Predicate noun or adjective,Danh từ vị ngữ hoặc tính từ
What do you want to show me ?,Em muốn cho anh thấy điều gì
but you still have to pay for what is been done,Nhưng anh vẫn phải trả giá cho việc anh đã làm
Bring me the ship or I will destroy you,"Đem con tầu đến cho ta, nếu không ta sẽ hủy diệt các ngươi"
Now I cannot tell you how incredibly excited the United State military was by the news of the Norden bombsight,Tôi không thể cho bạn biết là quân đội Hoa Kỳ đã phấn khích như thế nào khi nghe tin về thiết bị ngắm bom Norden
Seven other cases of dancing plague were reported in the same region during the medieval era,Bảy trường hợp khác của dịch nhảy múa đã được báo cáo tại cùng khu vực trong thời kỳ Trung cổ
"Come on, have a drink with me","Thôi mà, uống với tôi một ly đi"
"I have been following RIPLEY, RIPLEYs been following you, and my little friend here helped","Tôi đã theo dõi RIPLEY, và RIPLEY theo dõi các bạn và người bạn nhỏ bé này đã giúp tôi"
"This action results in a negative change in the transmembrane potential, usually causing hyperpolarization","Hành động này dẫn đến một sự thay đổi tiêu cực trong tiềm năng xuyên màng, thường gây ra siêu phân cực"
And then there is Al Gore,Và sau đó là Al Gore
"Try to imagine a world where the only goal is food and a shelter, but no stories",Không có chuyện kể quanh lửa trại
"Is not that so, padre ? Is not that so ?","Không vậy sao, thưa Cha, không phải thế sao"
And faced with the ugly creatures,Nhưng lại gặp thứ xấu xí đó
The cave is entered through a large mouth located at a higher level,Người ta đi vào các hang động thông qua một miệng lớn nằm ở một độ cao hơn
